Unnamed: 0,Unnamed: 1,source_file,year
,,adair.xlsx,2020
Table of Contents,,adair.xlsx,2020
Page,Contest,adair.xlsx,2020
1,Registered Voters,adair.xlsx,2020
2,President and Vice President ( 1),adair.xlsx,2020
3,United States Senator ( 1),adair.xlsx,2020
4,United States Representative District 3 ( 1),adair.xlsx,2020
5,State Senator District 10 ( 1),adair.xlsx,2020
6,State Representative District 20 ( 1),adair.xlsx,2020
7,County Board of Supervisors District 1 ( 1),adair.xlsx,2020
8,County Board of Supervisors District 3 ( 1),adair.xlsx,2020
9,County Board of Supervisors District 5 ( 1),adair.xlsx,2020
10,County Auditor ( 1),adair.xlsx,2020
11,County Sheriff ( 1),adair.xlsx,2020
12,County Attorney-To Fill Vacancy ( 1),adair.xlsx,2020
13,3SW RI Township Trustee ( 1),adair.xlsx,2020
14,3SW WA Township Trustee ( 1),adair.xlsx,2020
15,County Public Hospital Trustees ( 3),adair.xlsx,2020
16,Soil and Water Conservation District Commissioners ( 3),adair.xlsx,2020
17,County Agricultural Extension Council Members ( 4),adair.xlsx,2020
18,Supreme Court Justice - Susan Kay Christensen ( 1),adair.xlsx,2020
19,Supreme Court Justice - Edward Mansfield ( 1),adair.xlsx,2020
20,Supreme Court Justice - Christopher McDonald ( 1),adair.xlsx,2020
21,Supreme Court Justice - Thomas Waterman ( 1),adair.xlsx,2020
22,Court of Appeals Judge - Thomas N. Bower ( 1),adair.xlsx,2020
23,Court of Appeals Judge - David May ( 1),adair.xlsx,2020
24,Court of Appeals Judge - Julie A. Schumacher ( 1),adair.xlsx,2020
25,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),adair.xlsx,2020
26,District 5B Judge - Elisabeth S. Reynoldson ( 1),adair.xlsx,2020
27,District 5B Associate Judge - Monty W. Franklin ( 1),adair.xlsx,2020
28,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",adair.xlsx,2020
,,adams.xlsx,2020
Table of Contents,,adams.xlsx,2020
Page,Contest,adams.xlsx,2020
1,Registered Voters,adams.xlsx,2020
2,President and Vice President ( 1),adams.xlsx,2020
3,United States Senator ( 1),adams.xlsx,2020
4,United States Representative District 3 ( 1),adams.xlsx,2020
5,State Representative District 21 ( 1),adams.xlsx,2020
6,County Supervisor Dist. 2 ( 1),adams.xlsx,2020
7,County Supervisor Dist. 5 ( 1),adams.xlsx,2020
8,County Auditor ( 1),adams.xlsx,2020
9,County Sheriff ( 1),adams.xlsx,2020
10,Soil and Water Conservation Dist. Commissioner ( 3),adams.xlsx,2020
11,County Agricultural Extension Council ( 4),adams.xlsx,2020
12,Supreme Court Justice - Edward Mansfield ( 1),adams.xlsx,2020
13,Supreme Court Justice - Christopher McDonald ( 1),adams.xlsx,2020
14,Supreme Court Justice - Thomas Waterman ( 1),adams.xlsx,2020
15,Supreme Court Justice - Susan Kay Christensen ( 1),adams.xlsx,2020
16,Court of Appeals Judge - David May ( 1),adams.xlsx,2020
17,Court of Appeals Judge - Julie A. Schumacher ( 1),adams.xlsx,2020
18,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),adams.xlsx,2020
19,Court of Appeals Judge - Thomas N. Bower ( 1),adams.xlsx,2020
20,District 5B Judge - Elisabeth S. Reynoldson ( 1),adams.xlsx,2020
21,District 5B Associate Judge - Monty W. Franklin ( 1),adams.xlsx,2020
22,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",adams.xlsx,2020
,,allamakee.xlsx,2020
Table of Contents,,allamakee.xlsx,2020
Page,Contest,allamakee.xlsx,2020
1,Registered Voters,allamakee.xlsx,2020
2,President and Vice President ( 1),allamakee.xlsx,2020
3,United States Senator ( 1),allamakee.xlsx,2020
4,United States Representative District 1 ( 1),allamakee.xlsx,2020
5,State Senator District 28 ( 1),allamakee.xlsx,2020
6,State Representative District 56 ( 1),allamakee.xlsx,2020
7,County Supervisor ( 1),allamakee.xlsx,2020
8,County Auditor ( 1),allamakee.xlsx,2020
9,County Sheriff ( 1),allamakee.xlsx,2020
10,Center Township Trustees ( 1),allamakee.xlsx,2020
11,Fairview Township Trustees ( 2),allamakee.xlsx,2020
12,Franklin Township Trustees ( 2),allamakee.xlsx,2020
13,French Creek Township Trustees ( 2),allamakee.xlsx,2020
14,Hanover Township Trustees ( 2),allamakee.xlsx,2020
15,Iowa Township Trustees ( 1),allamakee.xlsx,2020
16,Jefferson Township Trustees ( 1),allamakee.xlsx,2020
17,Lafayette Township Trustees ( 1),allamakee.xlsx,2020
18,Lansing Township Trustees ( 2),allamakee.xlsx,2020
19,Linton Township Trustees ( 1),allamakee.xlsx,2020
20,Ludlow Township Trustees ( 1),allamakee.xlsx,2020
21,Makee Township Trustees ( 1),allamakee.xlsx,2020
22,Paint Creek Township Trustee ( 1),allamakee.xlsx,2020
23,Post Township Trustee ( 1),allamakee.xlsx,2020
24,Taylor Township Trustee ( 2),allamakee.xlsx,2020
25,Union City Township Trustees ( 2),allamakee.xlsx,2020
26,Union Prairie Township Trustees ( 2),allamakee.xlsx,2020
27,Waterloo Township Trustees ( 1),allamakee.xlsx,2020
28,Soil and Water Conservation Dist. Commissioner ( 3),allamakee.xlsx,2020
29,County Agricultural Extension Council ( 4),allamakee.xlsx,2020
30,County Agricultural Extension Council To Fill a Vacancy ( 1),allamakee.xlsx,2020
31,Supreme Court Justice - Christopher McDonald ( 1),allamakee.xlsx,2020
32,Supreme Court Justice - Thomas Waterman ( 1),allamakee.xlsx,2020
33,Supreme Court Justice - Susan Kay Christensen ( 1),allamakee.xlsx,2020
34,Supreme Court Justice - Edward Mansfield ( 1),allamakee.xlsx,2020
35,Court of Appeals Judge - Julie A. Schumacher ( 1),allamakee.xlsx,2020
36,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),allamakee.xlsx,2020
37,Court of Appeals Judge - Thomas N. Bower ( 1),allamakee.xlsx,2020
38,Court of Appeals Judge - David May ( 1),allamakee.xlsx,2020
39,District 1A Judge - Alan Heavens ( 1),allamakee.xlsx,2020
40,District 1A Associate Judge - Mark Hostager ( 1),allamakee.xlsx,2020
41,District 1A Associate Judge - Stephanie C. Rattenborg ( 1),allamakee.xlsx,2020
42,District 1A Associate Juvenile Judge - Thomas J. Straka ( 1),allamakee.xlsx,2020
43,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",allamakee.xlsx,2020
,,appanoose.xlsx,2020
Table of Contents,,appanoose.xlsx,2020
Page,Contest,appanoose.xlsx,2020
1,Registered Voters,appanoose.xlsx,2020
2,President and Vice President ( 1),appanoose.xlsx,2020
3,United States Senator ( 1),appanoose.xlsx,2020
4,United States Representative District 2 ( 1),appanoose.xlsx,2020
5,State Senator District 40 ( 1),appanoose.xlsx,2020
6,State Representative District 80 ( 1),appanoose.xlsx,2020
7,County Board of Supervisors ( 2),appanoose.xlsx,2020
8,County Board of Supervisors-To Fill Vacancy ( 1),appanoose.xlsx,2020
9,County Auditor ( 1),appanoose.xlsx,2020
10,County Sheriff ( 1),appanoose.xlsx,2020
11,Franklin Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
12,Franklin Township Trustees-To Fill Vacancy ( 1),appanoose.xlsx,2020
13,Pleasant Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
14,Pleasant Township Clerk-To Fill Vacancy ( 1),appanoose.xlsx,2020
15,Caldwell Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
16,Taylor Township Trustees Vote for 3 ( 3),appanoose.xlsx,2020
17,Washington Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
18,Wells Township Trustees Vote for 1 ( 1),appanoose.xlsx,2020
19,Walnut Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
20,Walnut Township Trustees-To Fill Vacancy ( 1),appanoose.xlsx,2020
21,Bellair Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
22,Lincoln Township Trustees Vote for 1 ( 1),appanoose.xlsx,2020
23,Johns Township Trustees Vote for 1 ( 1),appanoose.xlsx,2020
24,Johns Township Trustees-To Fill Vacancy ( 1),appanoose.xlsx,2020
25,Independence Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
26,Union Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
27,Union Township Trustees-To Fill Vacancy ( 1),appanoose.xlsx,2020
28,Union Township Clerk-To Fill Vacancy ( 1),appanoose.xlsx,2020
29,Udell Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
30,Udell Township Clerk-To Fill Vacancy ( 1),appanoose.xlsx,2020
31,Vermillion Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
32,Douglas Township Trustees Vote for 1 ( 1),appanoose.xlsx,2020
33,Douglas Township Trustees-To Fill Vacancy ( 1),appanoose.xlsx,2020
34,Douglas Township Clerk ( 1),appanoose.xlsx,2020
35,Sharon Township Trustees Vote for 2 ( 2),appanoose.xlsx,2020
36,Sharon Township Clerk-To Fill Vacancy ( 1),appanoose.xlsx,2020
37,Soil and Water Conservation District Commissioners ( 3),appanoose.xlsx,2020
38,County Agricultural Extension Council Members ( 4),appanoose.xlsx,2020
39,Supreme Court Justice - Thomas Waterman ( 1),appanoose.xlsx,2020
40,Supreme Court Justice - Susan Kay Christensen ( 1),appanoose.xlsx,2020
41,Supreme Court Justice - Edward Mansfield ( 1),appanoose.xlsx,2020
42,Supreme Court Justice - Christopher McDonald ( 1),appanoose.xlsx,2020
43,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),appanoose.xlsx,2020
44,Court of Appeals Judge - Thomas N. Bower ( 1),appanoose.xlsx,2020
45,Court of Appeals Judge - David May ( 1),appanoose.xlsx,2020
46,Court of Appeals Judge - Julie A. Schumacher ( 1),appanoose.xlsx,2020
47,District 8A Judge - Gregory G. Milani ( 1),appanoose.xlsx,2020
48,District 8A Associate Judge - Rose Anne Mefford ( 1),appanoose.xlsx,2020
49,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",appanoose.xlsx,2020
,,audubon.xlsx,2020
Table of Contents,,audubon.xlsx,2020
Page,Contest,audubon.xlsx,2020
1,Registered Voters,audubon.xlsx,2020
2,President and Vice President ( 1),audubon.xlsx,2020
3,United States Senator ( 1),audubon.xlsx,2020
4,United States Representative District 4 ( 1),audubon.xlsx,2020
5,State Senator District 6 ( 1),audubon.xlsx,2020
6,State Representative District 12 ( 1),audubon.xlsx,2020
7,County Supervisors ( 2),audubon.xlsx,2020
8,County Auditor ( 1),audubon.xlsx,2020
9,County Sheriff ( 1),audubon.xlsx,2020
10,Aubudon Township Trustee ( 2),audubon.xlsx,2020
11,Cameron Township Trustee ( 2),audubon.xlsx,2020
12,Douglas Township Trustee ( 2),audubon.xlsx,2020
13,Douglas Township Trustee vacancy ( 1),audubon.xlsx,2020
14,Douglas Township Clerk vacancy ( 1),audubon.xlsx,2020
15,Exira Township Trustee ( 2),audubon.xlsx,2020
16,Greeley Township Trustee ( 2),audubon.xlsx,2020
17,Hamlin Township Trustee ( 2),audubon.xlsx,2020
18,Leroy Township Trustee ( 2),audubon.xlsx,2020
19,Lincoln Township Trustee ( 2),audubon.xlsx,2020
20,Melville Township Trustee ( 2),audubon.xlsx,2020
21,Oakfield Township Trustee ( 2),audubon.xlsx,2020
22,Sharon Township Trustee ( 2),audubon.xlsx,2020
23,Sharon Township Clerk vacancy ( 1),audubon.xlsx,2020
24,For Viola Township Trustee ( 2),audubon.xlsx,2020
25,County Public Hospital Trustees ( 2),audubon.xlsx,2020
26,Soil and Water Conservation Dist. Commissioners ( 3),audubon.xlsx,2020
27,County Agricultural Extension Council ( 4),audubon.xlsx,2020
28,Supreme Court Justice - Susan Kay Christensen ( 1),audubon.xlsx,2020
29,Supreme Court Justice - Edward Mansfield ( 1),audubon.xlsx,2020
30,Supreme Court Justice - Christopher McDonald ( 1),audubon.xlsx,2020
31,Supreme Court Justice - Thomas Waterman ( 1),audubon.xlsx,2020
32,Court of Appeals Judge - Thomas N. Bower ( 1),audubon.xlsx,2020
33,Court of Appeals Judge - David May ( 1),audubon.xlsx,2020
34,Court of Appeals Judge - Julie A. Schumacher ( 1),audubon.xlsx,2020
35,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),audubon.xlsx,2020
36,District 4 Judge - Craig Michael Dreismeier ( 1),audubon.xlsx,2020
37,District 4 Judge - James S. Heckerman ( 1),audubon.xlsx,2020
38,District 4 Judge - Michael Donn Hooper ( 1),audubon.xlsx,2020
39,District 4 Judge - Margaret J. Reyes ( 1),audubon.xlsx,2020
40,District 4 Judge - Amy L. Zacharias ( 1),audubon.xlsx,2020
41,District 4 Associate Judge - Jennifer A. Benson ( 1),audubon.xlsx,2020
42,District 4 Associate Judge - Eric John Nelson ( 1),audubon.xlsx,2020
43,District 4 Associate Judge - Scott D. Strait ( 1),audubon.xlsx,2020
44,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",audubon.xlsx,2020
,,benton.xlsx,2020
Table of Contents,,benton.xlsx,2020
Page,Contest,benton.xlsx,2020
1,Registered Voters,benton.xlsx,2020
2,President and Vice President ( 1),benton.xlsx,2020
3,United States Senator ( 1),benton.xlsx,2020
4,United States Representative District 1 ( 1),benton.xlsx,2020
5,State Senator District 38 ( 1),benton.xlsx,2020
6,State Representative District 75 ( 1),benton.xlsx,2020
7,County Supervisor Dist. 2 ( 1),benton.xlsx,2020
8,County Supervisor Dist. 3 ( 1),benton.xlsx,2020
9,County Auditor ( 1),benton.xlsx,2020
10,County Sheriff ( 1),benton.xlsx,2020
11,County Treasurer TFV ( 1),benton.xlsx,2020
12,Benton TWP Trustee ( 2),benton.xlsx,2020
13,Benton TWP Trustee TFV ( 1),benton.xlsx,2020
14,Big Grove TWP Trustee ( 2),benton.xlsx,2020
15,Bruce TWP Trustee ( 2),benton.xlsx,2020
16,Bruce TWP Trustee TFV ( 1),benton.xlsx,2020
17,Canton TWP Trustee ( 2),benton.xlsx,2020
18,Canton TWP Clerk TFV ( 1),benton.xlsx,2020
19,Eden TWP Trustee ( 2),benton.xlsx,2020
20,Eldorado TWP Trustee ( 2),benton.xlsx,2020
21,Florence TWP Trustee ( 2),benton.xlsx,2020
22,Harrison TWP Trustee ( 2),benton.xlsx,2020
23,Iowa TWP Trustee ( 2),benton.xlsx,2020
24,Jackson TWP Trustee ( 2),benton.xlsx,2020
25,Leroy TWP Trustee ( 2),benton.xlsx,2020
26,Polk TWP Trustee ( 2),benton.xlsx,2020
27,St. Clair TWP Trustee ( 2),benton.xlsx,2020
28,Taylor TWP Trustee ( 2),benton.xlsx,2020
29,Soil and Water Conservation District Commissioner ( 3),benton.xlsx,2020
30,County Agricultural Extension Council ( 4),benton.xlsx,2020
31,Supreme Court Justice - Edward Mansfield ( 1),benton.xlsx,2020
32,Supreme Court Justice - Christopher McDonald ( 1),benton.xlsx,2020
33,Supreme Court Justice - Thomas Waterman ( 1),benton.xlsx,2020
34,Supreme Court Justice - Susan Kay Christensen ( 1),benton.xlsx,2020
35,Court of Appeals Judge - David May ( 1),benton.xlsx,2020
36,Court of Appeals Judge - Julie A. Schumacher ( 1),benton.xlsx,2020
37,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),benton.xlsx,2020
38,Court of Appeals Judge - Thomas N. Bower ( 1),benton.xlsx,2020
39,District 6 Judge - Jason D. Besler ( 1),benton.xlsx,2020
40,District 6 Judge - Mary Elizabeth Chicchelly ( 1),benton.xlsx,2020
41,District 6 Judge - Fae Ellen Hoover-Grinde ( 1),benton.xlsx,2020
42,District 6 Associate Judge - Cynthia Smith Finley ( 1),benton.xlsx,2020
43,District 6 Associate Judge - Angeline Johnston ( 1),benton.xlsx,2020
44,District 6 Associate Judge - Casey D. Jones ( 1),benton.xlsx,2020
45,District 6 Associate Judge - Russell G. Keast ( 1),benton.xlsx,2020
46,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",benton.xlsx,2020
,,black hawk.xlsx,2020
Table of Contents,,black hawk.xlsx,2020
Page,Contest,black hawk.xlsx,2020
1,Registered Voters,black hawk.xlsx,2020
2,President and Vice President ( 1),black hawk.xlsx,2020
3,United States Senator ( 1),black hawk.xlsx,2020
4,United States Representative District 1 ( 1),black hawk.xlsx,2020
5,State Senator District 30 ( 1),black hawk.xlsx,2020
6,State Senator District 32 ( 1),black hawk.xlsx,2020
7,State Senator District 36 ( 1),black hawk.xlsx,2020
8,State Representative District 59 ( 1),black hawk.xlsx,2020
9,State Representative District 60 ( 1),black hawk.xlsx,2020
10,State Representative District 61 ( 1),black hawk.xlsx,2020
11,State Representative District 62 ( 1),black hawk.xlsx,2020
12,State Representative District 63 ( 1),black hawk.xlsx,2020
13,State Representative District 72 ( 1),black hawk.xlsx,2020
14,Board of Supervisors ( 3),black hawk.xlsx,2020
15,County Auditor ( 1),black hawk.xlsx,2020
16,County Sheriff ( 1),black hawk.xlsx,2020
17,Township Trustee Barclay ( 2),black hawk.xlsx,2020
18,Township Trustee Bennington ( 2),black hawk.xlsx,2020
19,Township Trustee Big Creek ( 2),black hawk.xlsx,2020
20,Township Trustee Black Hawk ( 2),black hawk.xlsx,2020
21,Township Trustee Cedar ( 2),black hawk.xlsx,2020
22,Township Trustee Cedar Falls Twp ( 2),black hawk.xlsx,2020
23,Township Trustee Eagle ( 2),black hawk.xlsx,2020
24,Township Trustee East Waterloo ( 2),black hawk.xlsx,2020
25,Township Trustee Fox ( 2),black hawk.xlsx,2020
26,Township Trustee Lester ( 2),black hawk.xlsx,2020
27,Township Trustee Lincoln ( 2),black hawk.xlsx,2020
28,Township Trustee Mt Vernon ( 2),black hawk.xlsx,2020
29,Township Trustee Orange ( 2),black hawk.xlsx,2020
30,Township Trustee Poyner ( 2),black hawk.xlsx,2020
31,Township Trustee Spring Creek ( 2),black hawk.xlsx,2020
32,Township Trustee Union ( 2),black hawk.xlsx,2020
33,Township Trustee Washington ( 2),black hawk.xlsx,2020
34,"Trustee, To Fill Vacancy Cedar ( 1)",black hawk.xlsx,2020
35,"Trustee, To Fill Vacancy Eagle ( 1)",black hawk.xlsx,2020
36,"Trustee, To Fill Vacancy Lincoln ( 1)",black hawk.xlsx,2020
37,"Trustee, To Fill Vacancy Mt Vernon ( 1)",black hawk.xlsx,2020
38,"Trustee, To Fill Vacancy Orange ( 1)",black hawk.xlsx,2020
39,"Clerk, To Fill Vacancy Cedar ( 1)",black hawk.xlsx,2020
40,"Clerk, To Fill Vacancy Orange ( 1)",black hawk.xlsx,2020
41,Soil & Water Commissioner ( 3),black hawk.xlsx,2020
42,County Agricultural Extension ( 4),black hawk.xlsx,2020
43,"County Agricultural Extension, To Fill Vacancy ( 1)",black hawk.xlsx,2020
44,Supreme Court Justice - Christopher McDonald ( 1),black hawk.xlsx,2020
45,Supreme Court Justice - Thomas Waterman ( 1),black hawk.xlsx,2020
46,Supreme Court Justice - Susan Kay Christensen ( 1),black hawk.xlsx,2020
47,Supreme Court Justice - Edward Mansfield ( 1),black hawk.xlsx,2020
48,Court of Appeals Judge - Julie A. Schumacher ( 1),black hawk.xlsx,2020
49,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),black hawk.xlsx,2020
50,Court of Appeals Judge - Thomas N. Bower ( 1),black hawk.xlsx,2020
51,Court of Appeals Judge - David May ( 1),black hawk.xlsx,2020
52,District 1B Judge - Joel A. Dalrymple ( 1),black hawk.xlsx,2020
53,District 1B Judge - Bradley J. Harris ( 1),black hawk.xlsx,2020
54,District 1B Associate Judge - Patrice Jaye Eichman ( 1),black hawk.xlsx,2020
55,District 1B Associate Judge - Linnea M.N. Nicol ( 1),black hawk.xlsx,2020
56,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",black hawk.xlsx,2020
,,boone.xlsx,2020
Table of Contents,,boone.xlsx,2020
Page,Contest,boone.xlsx,2020
1,Registered Voters,boone.xlsx,2020
2,President and Vice President ( 1),boone.xlsx,2020
3,United States Senator ( 1),boone.xlsx,2020
4,United States Representative District 4 ( 1),boone.xlsx,2020
5,State Senator District 24 ( 1),boone.xlsx,2020
6,State Representative District 47 ( 1),boone.xlsx,2020
7,State Representative District 48 ( 1),boone.xlsx,2020
8,County Supervisors ( 2),boone.xlsx,2020
9,County Auditor ( 1),boone.xlsx,2020
10,County Sheriff ( 1),boone.xlsx,2020
11,Amaqua TWP Trustee ( 2),boone.xlsx,2020
12,Beaver TWP Trustee ( 2),boone.xlsx,2020
13,Cass TWP Trustee ( 2),boone.xlsx,2020
14,Colfax TWP Trustee ( 2),boone.xlsx,2020
15,Des Moines TWP Trustee ( 2),boone.xlsx,2020
16,Dodge TWP Trustee ( 2),boone.xlsx,2020
17,Douglas TWP Trustee ( 2),boone.xlsx,2020
18,Garden TWP Trustee ( 2),boone.xlsx,2020
19,Grant TWP Trustee ( 2),boone.xlsx,2020
20,Harrison Township Trustee ( 2),boone.xlsx,2020
21,Jackson TWP Trustee ( 2),boone.xlsx,2020
22,Marcy TWP Trustee ( 2),boone.xlsx,2020
23,Pilot Mound TWP Trustee ( 2),boone.xlsx,2020
24,Peoples TWP Trustee ( 2),boone.xlsx,2020
25,Union Township Trustee ( 2),boone.xlsx,2020
26,Worth TWP Trustee ( 2),boone.xlsx,2020
27,Yell Township Trustee ( 2),boone.xlsx,2020
28,Boone County Hosp. Board of Trustees ( 3),boone.xlsx,2020
29,Soil and Water Conservation Dist. Commissioner ( 3),boone.xlsx,2020
30,County Agricultural Extension Council ( 4),boone.xlsx,2020
31,Supreme Court Justice - Thomas Waterman ( 1),boone.xlsx,2020
32,Supreme Court Justice - Susan Kay Christensen ( 1),boone.xlsx,2020
33,Supreme Court Justice - Edward Mansfield ( 1),boone.xlsx,2020
34,Supreme Court Justice - Christopher McDonald ( 1),boone.xlsx,2020
35,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),boone.xlsx,2020
36,Court of Appeals Judge - Thomas N. Bower ( 1),boone.xlsx,2020
37,Court of Appeals Judge - David May ( 1),boone.xlsx,2020
38,Court of Appeals Judge - Julie A. Schumacher ( 1),boone.xlsx,2020
39,District 2B Judge - Gina C. Badding ( 1),boone.xlsx,2020
40,District 2B Judge - Bethany Currie ( 1),boone.xlsx,2020
41,District 2B Judge - Angela L. Doyle ( 1),boone.xlsx,2020
42,District 2B Judge - James C. Ellefson ( 1),boone.xlsx,2020
43,District 2B Judge - Amy M. Moore ( 1),boone.xlsx,2020
44,District 2B Judge - Christopher C. Polking ( 1),boone.xlsx,2020
45,District 2B Associate Judge - James B. Malloy ( 1),boone.xlsx,2020
46,District 2B Associate Judge - Stephen A. Owen ( 1),boone.xlsx,2020
47,District 2B Associate Judge - Joseph L. Tofilon ( 1),boone.xlsx,2020
48,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",boone.xlsx,2020
,,bremer.xlsx,2020
Table of Contents,,bremer.xlsx,2020
Page,Contest,bremer.xlsx,2020
1,Registered Voters,bremer.xlsx,2020
2,President and Vice President ( 1),bremer.xlsx,2020
3,United States Senator ( 1),bremer.xlsx,2020
4,United States Representative District 1 ( 1),bremer.xlsx,2020
5,State Senator District 32 ( 1),bremer.xlsx,2020
6,State Representative District 63 ( 1),bremer.xlsx,2020
7,County Board of Supervisors District 1 ( 1),bremer.xlsx,2020
8,County Board of Supervisors District 3 ( 1),bremer.xlsx,2020
9,County Auditor ( 1),bremer.xlsx,2020
10,County Sheriff ( 1),bremer.xlsx,2020
11,Jefferson Township Trustees ( 2),bremer.xlsx,2020
12,Frederika Township Trustees ( 2),bremer.xlsx,2020
13,Leroy Township Trustees ( 2),bremer.xlsx,2020
14,Leroy Township Clerk-To Fill Vacancy ( 1),bremer.xlsx,2020
15,Jackson Township Trustees ( 2),bremer.xlsx,2020
16,Lafayette Township Trustees ( 2),bremer.xlsx,2020
17,Lafayette Township Clerk-To Fill Vacancy ( 1),bremer.xlsx,2020
18,Warren Township Trustees ( 2),bremer.xlsx,2020
19,Polk Township Trustees ( 2),bremer.xlsx,2020
20,Douglas Township Trustees ( 2),bremer.xlsx,2020
21,Maxfield Township Trustees ( 2),bremer.xlsx,2020
22,Franklin Township Trustees ( 2),bremer.xlsx,2020
23,Dayton Township Trustees ( 2),bremer.xlsx,2020
24,Sumner Township Trustees ( 2),bremer.xlsx,2020
25,Fremont Township Trustees ( 2),bremer.xlsx,2020
26,Washington Township Trustees ( 2),bremer.xlsx,2020
27,Soil and Water Conservation District Commissioners ( 3),bremer.xlsx,2020
28,County Agricultural Extension Council Members ( 4),bremer.xlsx,2020
29,Supreme Court Justice - Susan Kay Christensen ( 1),bremer.xlsx,2020
30,Supreme Court Justice - Edward Mansfield ( 1),bremer.xlsx,2020
31,Supreme Court Justice - Christopher McDonald ( 1),bremer.xlsx,2020
32,Supreme Court Justice - Thomas Waterman ( 1),bremer.xlsx,2020
33,Court of Appeals Judge - Thomas N. Bower ( 1),bremer.xlsx,2020
34,Court of Appeals Judge - David May ( 1),bremer.xlsx,2020
35,Court of Appeals Judge - Julie A. Schumacher ( 1),bremer.xlsx,2020
36,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),bremer.xlsx,2020
37,District 2A Judge - Christopher Foy ( 1),bremer.xlsx,2020
38,District 2A Judge - Gregg R. Rosenbladt ( 1),bremer.xlsx,2020
39,District 2A Judge - DeDra Schroeder ( 1),bremer.xlsx,2020
40,District 2A Judge - Colleen D. Weiland ( 1),bremer.xlsx,2020
41,District 2A Associate Judge - Karen Kaufman Salic ( 1),bremer.xlsx,2020
42,District 2A Associate Judge - Adam D. Sauer ( 1),bremer.xlsx,2020
43,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",bremer.xlsx,2020
,,buchanan.xlsx,2020
Table of Contents,,buchanan.xlsx,2020
Page,Contest,buchanan.xlsx,2020
1,Registered Voters,buchanan.xlsx,2020
2,President and Vice President ( 1),buchanan.xlsx,2020
3,United States Senator ( 1),buchanan.xlsx,2020
4,United States Representative District 1 ( 1),buchanan.xlsx,2020
5,State Senator District 32 ( 1),buchanan.xlsx,2020
6,State Senator District 48 ( 1),buchanan.xlsx,2020
7,State Representative District 64 ( 1),buchanan.xlsx,2020
8,State Representative District 95 ( 1),buchanan.xlsx,2020
9,County Supervisor ( 1),buchanan.xlsx,2020
10,County Auditor ( 1),buchanan.xlsx,2020
11,County Sheriff ( 1),buchanan.xlsx,2020
12,County Treasurer TFV ( 1),buchanan.xlsx,2020
13,Hospital Board for Trustee ( 2),buchanan.xlsx,2020
14,Soil and Water Conservation Dist. Commissioner ( 3),buchanan.xlsx,2020
15,County Agricultural Extension Council ( 4),buchanan.xlsx,2020
16,Supreme Court Justice - Edward Mansfield ( 1),buchanan.xlsx,2020
17,Supreme Court Justice - Christopher McDonald ( 1),buchanan.xlsx,2020
18,Supreme Court Justice - Thomas Waterman ( 1),buchanan.xlsx,2020
19,Supreme Court Justice - Susan Kay Christensen ( 1),buchanan.xlsx,2020
20,Court of Appeals Judge - David May ( 1),buchanan.xlsx,2020
21,Court of Appeals Judge - Julie A. Schumacher ( 1),buchanan.xlsx,2020
22,Court of Appeals Judge - Sharon Soorholtz Greer ( 1),buchanan.xlsx,2020
23,Court of Appeals Judge - Thomas N. Bower ( 1),buchanan.xlsx,2020
24,District 1B Judge - Bradley J. Harris ( 1),buchanan.xlsx,2020
25,District 1B Judge - Joel A. Dalrymple ( 1),buchanan.xlsx,2020
26,District 1B Associate Judge - Linnea M.N. Nicol ( 1),buchanan.xlsx,2020
27,District 1B Associate Judge - Patrice Jaye Eichman ( 1),buchanan.xlsx,2020
28,"Question 1 - Shall there be a convention to revise the Constitution, and propose amendment or amendments to same? ( 1)",buchanan.xlsx,2020
